Day,Product_ID,Sales,Price,Revenue,Event_Type
1,1,52,95.56428757689244,4472.408658598567,FSMS
1,2,21,24.041677639819287,454.3877073925845,FSMS
1,3,75,87.95585311974416,5607.18563638369,FSMS
1,4,3,11.85260448662222,33.77992278687332,FSMS
1,5,30,29.11051996104485,742.3182590066438,FSMS
1,6,76,65.04878444394528,3954.966094191873,FSMS
1,7,49,57.22971942325502,2664.043439152521,FSMS
1,8,60,42.97256589643225,2320.518558407341,FSMS
1,9,64,52.00866039231819,2662.8434120866914,FSMS
1,10,51,50.54493267725887,2448.901988213192,FSMS
1,11,9,11.436962699819276,97.78603108345482,FSMS
1,12,85,20.98344113603009,1426.8739972500466,FSMS
1,13,81,33.290198344001524,2292.030155984505,FSMS
1,14,6,28.714749658136995,146.44522325649868,FSMS
1,15,148,85.80562971354986,10794.348217964573,FSMS
1,16,14,75.45447962707787,897.9083075622267,FSMS
1,17,40,86.00804638103362,2752.2574841930764,FSMS
1,18,53,62.80760490974634,3328.803060216556,FSMS
1,19,41,36.664615513367416,1202.5993888384512,FSMS
1,20,71,48.10613326357327,3415.5354617137023,FSMS
1,21,88,11.2671840443576,892.360976313122,FSMS
1,22,35,81.1157986478085,2555.147657405968,FSMS
1,23,41,92.34637079894028,3786.201202756551,FSMS
1,24,34,18.58691048413701,505.5639651685269,FSMS
1,25,86,89.84914683186939,7727.026627540768,FSMS
1,26,47,74.19203085006956,3487.0254499532693,FSMS
1,27,14,54.44160367279517,762.1824514191323,FSMS
1,28,90,12.287721406968569,884.715941301737,FSMS
1,29,96,67.27693701374024,5489.798060321204,FSMS
1,30,4,91.68098265334837,293.3791444907148,FSMS
1,31,29,30.59183489424602,798.4468907398211,FSMS
1,32,28,93.67278871083158,2098.2704671226275,FSMS
1,33,6,51.08811134346192,260.5493678516558,FSMS
1,34,30,89.49522330269815,2550.613864126897,FSMS
1,35,89,38.62031274746775,3437.2078345246296,FSMS
1,36,27,48.43970097636307,1111.6911374075326,FSMS
1,37,3,10.625691747807164,28.689367719079343,FSMS
1,38,37,72.31924296012433,2542.02139004837,FSMS
1,39,79,25.14619379556375,1986.5493098495365,FSMS
1,40,62,97.46038744488646,5136.162418345516,FSMS
1,41,39,54.75236553031469,2135.342255682273,FSMS
1,42,97,13.319825261907951,1292.0230504050712,FSMS
1,43,87,35.07818178129503,3051.801814972668,FSMS
1,44,3,57.78411249854228,164.6847206208455,FSMS
1,45,68,17.27679936994437,1057.340121440595,FSMS
1,46,65,43.10048194473279,2381.3016274464867,FSMS
1,47,16,85.17722460303142,1158.4102546012273,FSMS
1,48,80,13.669762739928752,929.5438663151552,FSMS
1,49,59,11.492904603507052,610.2732344462246,FSMS
1,50,71,25.69297861044923,1824.2014813418955,FSMS
1,51,39,94.30569898630613,3677.9222604659385,FSMS
1,52,57,20.21261691165301,1094.5132057660107,FSMS
1,53,16,83.54999801810942,1336.7999682897507,FSMS
1,54,2,99.6628329782132,169.42681606296242,FSMS
1,55,32,66.97913115459411,2143.332196947012,FSMS
1,56,32,75.33601109832155,2169.677119631661,FSMS
1,57,73,67.78284815388591,4453.333123710305,FSMS
1,58,84,62.26179592928092,5229.9908580595975,FSMS
1,59,93,35.552887726371914,3141.0976306249586,FSMS
1,60,35,68.67651335523405,2403.677967433192,FSMS
1,61,68,31.352417874712007,1705.5715323843333,FSMS
1,62,8,86.43010694447601,691.4408555558081,FSMS
1,63,48,18.430729104528325,796.2074973156236,FSMS
1,64,22,31.95906790411752,562.4795951124684,FSMS
1,65,8,66.80247633975367,507.6988201821279,FSMS
1,66,97,61.92134961637232,6006.370912788115,FSMS
1,67,61,54.92740418962771,2847.9859072321965,FSMS
1,68,119,13.924339457899038,1408.4469361664876,FSMS
1,69,9,43.31428302299,389.82854720691,FSMS
1,70,59,96.99893371393026,5150.643380209696,FSMS
1,71,85,27.18199280353114,2310.469388300147,FSMS
1,72,23,60.11211362125152,1313.4496826243455,FSMS
1,73,32,70.40291651416456,2140.248662030602,FSMS
1,74,2,39.02956878147405,78.0591375629481,FSMS
1,75,108,59.753797921711694,6130.739666767619,FSMS
1,76,25,65.03623397791125,1382.019972030614,FSMS
1,77,57,66.51049734537725,3222.4335963835274,FSMS
